item_id,major_brand
XHIL TIGHT,XHILARATION
CHIPOTLE TACO SCE,TACO_BELL
LOW FAT CHWY BARS,QUAKER
5 CAMP HLTHY REQ.TOMATO SOU 3 EA . 4/5.00 F,CAMPBELLS
AF BEEF STEA FB,PLU_MEAT
PTART WLD STRWBERR,KELLOGGS
COORS OGIT SUNERFV,COORS
KB MICROFIBER SCOURING,KEEBLER
QKR MINI CKES,KELLOGGS
GC GALLERY DECLINE,WEBER
TOP RND ROATS,PLU_MEAT
BARILLA,BARILLA
CEREAL HOLIDAY FROSTED PUMPKIN,KELLOGGS
SFY KITCHNS OATS&,NATURE_VALLEY
REV SL LPGLS PIN MFG CPN,REVLON
CAV ELERIO BAJA FIS,BAJA_CAFE
GLK FRST GUMMY BEA,HARIBO
CB OLD CTRY SMK HM,PLU_MEAT
SILK FRUIT&PROT STRAW,SILK
BAGGED BROCCOLL,PLU_VEGETABLE
BUSH BST WH HOMINY,BUSHS_BEST
KONA STYLE CO,KONA_BREWING_CO
COLG TTL AD SHT4PK 4C,COLGATE
6IN1 BUBBLES,SCRUBBING_BUBBLES
TUMS ULTRA ASST BERRIES,TUMS
KLG HT FDG SUND EC,KELLOGGS
DOLE SL PEAC,DOLE
ANG STEW BF,PLU_MEAT
R STOVER BITE BAR,RUSSELL_STOVER
PILS DLX CCHP CKY,PILLSBURY
KELLOGGS NG,KELLOGGS
MIST FRZN WINME WGHT,ARBOR_MIST
CAMPBELS RW BOWL,CAMPBELLS
VBATTERY 9V MAX 1PK ENERG,ENERGIZER
KEL APL JACK VL SZ,KELLOGGS
KBLR OTGCCUP FDG BC,KEEBLER
THERMACARE NECK ARM 3CT,PLU_MEAT
SNYD MINI PETZELS,SNYDERS_OF_HANOVER
TINY TWIST,ROLD_GOLD
TRIDENT GUM S F WINTRGN VALUPK,TRIDENT
BKG COOKIE SOUGH,HERSHEYS
FRSK TASTY CKNCHS,PURINA
PROG CHOWER,PROGRESSO
GLT VNS,GILLETTE
AMERICAN EAGLE GIFT CARD,AMERICAN_GREETINGS
BERTOLLI CHKN RIGARONI,BERTOLLI
CHUB 96% GRNS 160Z,PLU_MEAT
ERMAN TAPIOCA STARCH BLUE,JELLO
MARLBOARD GOLD 100 BX,MARLBORO
T HILL TEA WLMN,TURKEY_HILL
PROG LT SANTAFE CHIK,PROGRESSO
KNDY BNS NS15Z,GOYA
FRENCH STY BTRMLK,PILLSBURY
KNORR CHICK STOC,KNORR
SEAGRAMS VARIETY 12/12OZ,SEAGRAMS
SKOAL PUCHES STRAIGHT,SKOAL
WEYERBACHER BLITH ID SINGLE,INTERNATIONAL_DELIGHT
BLACK LICORICE 6 OZ,MARKET_PANTRY
PARTY FAVOR,HALLMARK
5 HEB SS TILAPIA UNCLE CHRI,PLU_MEAT
EYE SET,E_L_F
CANNIG POT WITH JAR RACK,PLU_MEAT
PC KELLOGGS C MFR,KELLOGGS
WNW L/NR CRYN CHESTNUT,WET_N_WILD
RICOTTA CHESE,KRAFT
BSH GR NRTHN BEA,GOYA
PILLSBURYPIE CRUST,PILLSBURY
SHINER JEFEWEIZE,SHINER
DRSCL STRAWBERRIES,DRISCOLLS
VERMONT 100% WHL,PLU_MEAT
SW A/T NEST BWL,NESTLE
NESTLE PURIFIED SA,NESTLE
HEB AT CHCKNE,PLU_MEAT
KY SONOMA BP GOLD KING B,MARLBORO
NEST CURNCH FUN SIPC,NESTLE
MXWELL HSE DKRST,MAXWELL_HOUSE
RIGHT GRD XTRM FR AP GEL ENRGY,RIGHT_GUARD
CREAM OF WHEAT ORL,KRAFT
FP CHIN WONG BOX,PLU_MEAT
MP SHREDDED,MARKET_PANTRY
DIG ORIG SUPREME,TOMBSTONE
ROTHBURY FRM CHEESE GRLC CRT,PEPPERIDGE_FARM
MITCH UNSCENTED,MITCHUM
CA ITAL POT ROL,PLU_MEAT
TSCN CHKN WRAP,PLU_MEAT
BROCCOLI CG,COVERGIRL
EGGS MED 30CT C FARM,CRYSTAL_FARMS
NAKED STWBRY BAN,NAKED
SIRLOIN TIP STEAK FAMILY PACK,PLU_MEAT
KIND DRK CHRY CASHW,KIND
BRED SHRD XSHRP 8Z,BORDEN
LIL.HUG.ASSORTED .F,HUGGIES
HYV RF BAKING MIX,LAYS
DNKN COFFEE 7.99,DUNKIN_DONUTS
SOOR PATCH WATERME,SOUR_PATCH_KIDS
SUDREE LARG,PLU_VEGETABLE
T JACK LINKS SQUAT,JACK_LINKS
6'X8' STANDARD DUTY TARP,3M
CLG TB ADLT FULL MPC,COLGATE
PERDUE GROUND MD,PERDUE
FOODFL EZEKIEL BRD,FOOD_FOR_LIFE
HF TURKEY & HAM 1,HILLSHIRE_FARM
JELL-O- CHOC.FLAV,JELLO
COLG 360 SURNDFHS,COLGATE
GO-GURT SPEC EDI BC,YOPLAIT
PASTEL ROLO 3.50,NESTLE
TWIX BARS-3.28OZ-6S,TWIX
ESSENTL FROZ STRAW,YOPLAIT
STARBUK FRAP MOCH,STARBUCKS
ALICANTE CAT TREE - BROWN,LITTLE_DEBBIE
SALLY HANSEN HAN,SALLY_HANSEN
SARA LEE HONEY WHEAT BREA F,SARA_LEE
SNICKERS ICE CREAM BAR 2 80,SNICKERS
27 JD SS MAPLE SSG BISC 10CT F,JIMMY_DEAN
DBL CARROT-ROMAI,RM_PALMER
DIAL MN TFP ACT EW 16Z,DIAL
ICE BRKR DUO STRW,ICE_BREAKERS
POST IT TABS,3M
GWP DOT ROBE PURPLE L/SL,PLU_BAKERY
DAWN HAND BARE POM,DAWN
PROG R&H POTATO W /,PROGRESSO
PLUMS AMAZI,MARIANI
ASSORTED CAKES,PLU_MEAT
ABERDEEN SLICED BACON 12 OZ,WRIGHT_BRAND_BACON
TMPX PRL SUPER FRSH 40CT,TAMPAX
1 LRL YC DSCLR CRT 1.6Z,LOREAL
DPND GRD FR MEN,MENNEN
D_MT DCD TOM,HUNTS
ALLEGRO LEATHER PNP,PICK_N_PAY
REDDI-WIP-X-CREAMY,REDDIWIP
LOL 1/2 STICKS,LAND_O_LAKES
FRESCH BRICK VIOVEN,FRESCHETTA
MRS WAGES G,MRS_WAGES
DANNON FRUIT TO GO MANGO/ORANGE,BUDDY_FRUITS
"STUFF BY HILARY DUFF RX-ABLE FRAMES, BROWN",KRAFT
LYSOL CLNR LEMON,LYSOL
ZIPLO BAGS,ZIPLOC
STX GAR TST,PILLSBURY
PINE GLO A/P CLNR,PINESOL
SO RIGATONI VODKA,WEIGHT_WATCHERS
SCOTCH FSTNR BLK,3M
JELL -O CHOCOLATE,JELLO
JEL SF C&S VANLA,JELLO
"SLIME 20"" THICK SMART TUBE 20 X 1 75 2 125 SCHRADER VALVE",SLIME
CHEEZ IT WHT CHEEDR,CHEEZIT
BTY WL PRINTS 2PK,BOUNTY
MOTTS AS ORIG 24OZ,MOTTS
WSO CHK PARMHT,PLU_MEAT
FR WORC SCE,FRANCESCO_RINALDI
JCP BRUSHED TWILL PL,PLU_MEAT
KLEMENT GARLIC SUMMER,PLU_MEAT
SONY COW CRSP SNGL,NESTLE
PNTNE CLR POR SHMP 12.6,PANTENE
RED CELIC APPLES 3,PLU_APPLE_FRUIT
ECO FOIL CHS,KEMPS
HILAND VANILLA SQ,HILAND
TRENT LYER STW CTS 14CT,PURINA
POPCORNER CHIPS CRML,POPCORNERS
ANG SHLDR RST,PLU_MEAT
AVACADO DG,PLU_VEGETABLE
XL3 XTRA C&C MED 12CT,CHEETOS
POLAND SPRING WATER,POLAND_SPRING
DOVE CLN PROT CLEAN,DOVE
HUNTERS BACON 1 POUND,PLU_MEAT
GATOR ALL STAR OPG,GATORADE
WD GREAT FISH SALMON,PLU_MEAT
KLG FR CH FDG POP,KELLOGGS
ORANGE- VALENCIA 41B,MINUTE_MAID
TIDE 2X,TIDE
ATHENOS CRUMBLED FETA,ATHENOS
OV R/F MLK W/OMG M,HERSHEYS
"BUSH BLACK HEX 3/4 ""X3/8""",BUSHS_BEST
TIDE POOS OCN/MIST,TIDE
1 TURTLE TWST HR TWL EACH,HERSHEYS
ULTA EYEBROWS,ULTA
HF SMK SAU,HILLSHIRE_FARM
REVLN CLBRST MTBLM STDO,REVLON
PLTX GG DEOD SUPER TAMP 3,PLAYTEX
"EUCERIN DLY PROT M,FG CPN",EUCERIN
ORTEGA TACO 1.25,ORTEGA
N.P.ORGA CELERY,PLU_VEGETABLE
CAMPBELLS 18.6OZ,CAMPBELLS
FOOD CLUB BROWN GRAV,MCCORMICK
SMART ONE RIGATONI,WEIGHT_WATCHERS
SDG TRIBUNE,NEWSPAPER
WATER GUN 8.7INCH,NATURE_VALLEY
JD HOT ROLL SGE,JIMMY_DEAN
BY MARASCHINO CHERRY,OPI
JDEAN GIANT POTATO,GREEN_GIANT
CR FARM CREAM PARM,PEPPERIDGE_FARM
STARBURST OR,STARBURST
SEAWD SNAK TSTY,PURINA
ENRGZR MAX 9,ENERGIZER
GAL CIDER FOWLER,BEST_CHOICE
CHEEZ-IT RF 11.5 Z,CHEEZIT
SUNMAID CHC YGRT RSN,SUNMAID
FUSION PROGL,GILLETTE
CARROTE BABY,PLU_VEGETABLE
ACT TC MINT RINSE,LISTERINE
POPPY PIEROGIE,BRIANNAS
FRUTUP PCH PASS FR,QUAKER
PURITY VANILLA SANDWICH FROZEN NOVELTIES 12CT,NESTLE
HRD STRAWBRY TOAST 5CHS,RETAILER_HANNAFORD
MT OLIVE SWT BRD,MT_OLIVE
PILLS WHITE CAKE PC,PILLSBURY
OM FUN/PK TURKEY ONE,OSCAR_MAYER
SUNDAY KAZOO GAZETTE,NEWSPAPER
FLAY FRITOS CHLI CH,FRITOLAY
SCOTCH BRITE MULTI PUPR SPONGE,3M
BH POUCH PEPPRNT,BOARS_HEAD
N/O WHEAT SND BUNS,ARNOLD
DORITOS RANCH DIPPED HOT,DORITOS
PFRM GLDFS CHD BCM,PEPPERIDGE_FARM
YAKISOBA BEEFF TACO,PLU_MEAT
HELUVA MOZZARELLA,HELUVA_GOOD
CHSBRGR Z W CASTLE,NEWCASTLE
LIQ CLN BUR,ARM_N_HAMMER
STONY LF STRWBEER,STONYFIELD_ORGANIC
JOSE OLE CHKN CHIPC,PLU_MEAT
XHIL SLEEP,XHILARATION
AUNT JEMIMA BUTTERLITE SY F,AUNT_JEMIMA
CHUCK PETITE PT RST,PLU_MEAT
FRISK BUFF CON WHTF,PURINA
PRSL ITALN BRDCRM,PLU_MEAT
FRUITIES OTG BANANA APPLE,MATERNE
MS FRMS BRKST LNKS,PANTENE
L'OREAL,LOREAL
COFFE FILETERS,NESTLE
CENTO CRUSH TOMAT,CRUSH
EXPECTED BUINESS DAY DELIVERY,HALLMARK
BRKSIN SOUR,BREAKSTONES
UTZ PCHIP S CRM ON,UTZ
DANIMALS SSRW KIWI,DANNON
PERRY ELLIS 360? EAU DE TOILETTE NATURAL SPRAY FOR WOMEN - 3.4 F,ADIDAS
PC DENTYNE ICE,DENTYNE
EGGO WAFFLES,KELLOGGS
MAYBL V MG FLSH WP VBLK,MAYBELLINE
BLUEBERRIES,PLU_FRUIT
RIBEEY STEAK,PLU_MEAT
SOAD OPERA DIGEST,SOAP_OPERA_DIGEST
SB MINTEREY JACK,JACK_LINKS
10OZ PUREX LQD FR,PUREX
PF SS TRID NDR COL WARM,PLU_MEAT
NEUT DEEP W,NEUTROGENA
BRYR ICE CRP,BREYERS
ARWK MIRCARE,AIR_WICK
KEEBLER SN,KEEBLER
MSN TRTLA,MISSION
RUST POTATOS,PLU_VEGETABLE
NEUT BCH DEF LOT 7.6 7Z,NEUTROGENA
LICHI DIETARY SUPLMNT 90C,SPRING_VALLEY
FAM RND SAND STEAK,PLU_MEAT
C&H CN SUG DRK B,RED_BULL
PRX UKTRA DER,PUREX
XHIL A LINE,XHILARATION
STACYS PEAFCT THYM,STACYS
ELMR GLUE STICK-3,ELMERS
RTE SF STW K,JELLO
11Z POST FRT PEBB,POST
ECPN GERBER GRADU,GERBER
UV CHOCOLATE CAK,PHILIPS_DISTILLING
OVF OG STRING CLBY,KRAFT
STRING CHHESE ORGANIC,KRAFT
ANTI-BAC POCKET,HOT_POCKETS
CAPE COD BC 3.00,CAPE_COD
APPLE FUJI SM,PLU_APPLE_FRUIT
ONION -GREEN BUNCH,PLU_VEGETABLE
SKITTLES TROP,SKITTLES
ORT CHEESORIES,ORTEGA
SNAPPLE ALL NATURAL PEACH MANGOSTEEN JUICE DRINK,SNAPPLE
BLUEBERRIES 4.99,PLU_FRUIT
COFFEE-MATE 3.00,NESTLE
JUST CAUSE <XB360> WB,WISHBONE
MEIJI BISCUIT ST,HELLO_PANDA
LIFE BBRY KEFIR32Z,QUAKER
PROG CHIK NOODLE,PROGRESSO
HEB LT CHSE WEDGE SWISS,THE_LAUGHING_COW
CITRO TORCH FUEL,STP
XHIL CASUAL,XHILARATION
12OZ COLD REFI,DIAL
KNDSN PAPAYA NECT,AMERICAN_HEALTH
ENTREE MAC & CHEESE REDUCD GU,PLU_MEAT
P ORUCC HARD SALA,BOARS_HEAD
SFY BBUY CARRTO L+,PLU_VEGETABLE
ADD 1 TAQUITO-PLU,WEBER
12 OZ SAM ADAMS SEASONAL 6B,SAMUEL_ADAMS
YOP LIGHT VANILLA V0.25,YOPLAIT
BORDEN DAIRY CJHSE,BORDEN
FE SHREDED LETTUCE,FRESH_EXPRESS
BUD 18PK CL,BUDWEISER
SC 5263 $GYA SAZON,GOYA
LINDT AST CHC TRUK,LINDT
89 - FRAGRANCE,BETTER_HOMES_AND_GARDENS
CHEEZIT-BAKEDSNCKCRACKERS/20Z,CHEEZIT
COOL THINGS TO D,KRAFT
STRBKS BEBV,STARBUCKS
PRM MONSTER 16Z 2/XXX,MONSTER
KNORR VEG SOUR RECNP,KNORR
FRONTIER SAFES B,FRONTIER_CHARCOAL
HM SANTA & FRIENDS RND PL,PLU_MEAT
TAIL SCE BED,PLU_MEAT
SPLIT TOP WHAT BR,KRAFT
MP WTR PIPO,MARKET_PANTRY
HUNTS PSTA SC MEAT,HUNTS
LIPTON BRIS 2.34,LIPTON
WISHBIONE SLD DRSG,FRESH_EXPRESS
SALLY HANSEN,SALLY_HANSEN
CRAYOLA COLOR WONDER SOUND STUDIO,CRAYOLA
JOSE CUERVO LIME MARGARTI,JOSE_CUERVO
DIET COKE 6PK 500ML.,COCACOLA
JDEAN ROLLL SAUS REG,JIMMY_DEAN
FLUFFY ROLLS,PILLSBURY
MARINA SLIM FILTER CARBON PLUS CERAMIC CARTRIDGE - 3-PACK,BRITA
CPN/KOTEX,KOTEX
BANANA PLANTAIN,PLU_FRUIT
YELLOW TAIL PINOL GRIGIO,YELLOW_TAIL
MULR ASTA,QUAKER
H&S DRYSCALP SHMP PC,HEAD_N_SHOULDERS
CROSS COUNRTY,PLU_MEAT
JUVENILE DIABETES SHOE,KIWI
BUD LIGHT W/LIME 12P,BUDWEISER
2 PLAIN TEA BISCUIT,PILLSBURY
RENUZT ADJ GFL CIN,RENUZIT
LIMIT 2 BLUE BONNET,BLUE_BONNET
TROPICANA POM,TROPICANA
DANIMALS SQZBL,DANNON
KLONDIKE DARK DCHOLCP,KLONDIKE
LIL CRT GUMMY,LIL_CRITTERS
B CROCKR PSTA SALAD RNCH & BACN,GENERAL_MILLS
CLRX CEANER,CLOROX
DOLE SMTIE SHAKER,DOLE
EE ALUM FOIL,REYNOLDS
AIM WHITENING MABS 6Z,AIM
RS CHKN/CHED NIBBL,KNORR
HH ULTMT BF STRG,PLU_MEAT
OL SHRIMP NOODLE 16Z,GOYA
ZERO FRT PUCH,POWERADE
ALPEN SECRET GOAT MLK BDY WSH,ALPEN_SECRETS
1 HUG SLIP ON S3 J8 26C,HUGGIES
SWISS MISS,SWISS_MISS
CHEERIOS,GENERAL_MILLS
SB CONEY 8 CT,PLU_BAKERY
COORS LIGHT 24 BTL,COORS
GG MXD VEGE BLENO,DOLE
WHISKAS INDR CHKN,WHISKAS
FV GRTN SALMON,GORTONS
MY FIRST STICKRY MOSALCS PETS,AS_SEEN_ON_TV
SCOTCH MNT TAPE,3M
MODELO ESP,MODELO
TAMPICO CITRUS PND,TAMPICO
FL BR X VRGN OIL PC,BERTOLLI
STANLEY HOME GO KIT,SAFETY_FIRST
KELL .61 SPKBLUE,KELLOGGS
XHIL TEE,XHILARATION
SARG RF MOZZ SHRED MVP,SARGENTO
IGA WHOLE HALF GAL,PLU_DAIRY
BANQUET BROWN/SERVE BEEF LIN,BANQUET
NBC CHIPS FHDY,KRAFT
GORTON'S MINCED FISH FILLETS STICKS VALUE PACK- 44 CT,GORTONS
DM SLI PEACHES 290Z,DEL_MONTE
MRS DASH ONION &H,MRS_DASH
TANGERINES EACH,PLU_FRUIT
SCOPE DLBLST FRSH MW 750ML,SCOPE
KRFT MAC&CHEESE OI MVP,KRAFT
PRDC ON THE VINE T,PLU_VEGETABLE
RESOLVE PET /STN CL,COCACOLA
YUNNAN BAIYAO TOOTHPASTE,COLGATE
PNTNE CLRRPV SHMP,PANTENE
MUNSTER ENERGY,MONSTER
BACHMAN THIN PRET2PC,BACHMAN
FBR 1 PRT . CNT AL 5PK / 1.17,GENERAL_MILLS
LUSTER TTHPST WHTN,LUSTERS
PBX PS COOKED HAN,PLU_MEAT
DORA THE EXPLORER AND PERRITO SWIMMING DOLL,LEAPFROG
PYREX ICF,PYREX
DX STRUBBER SPONGE,3M
SKULLCANDY INK'D EARBUDS - PINK/BLACK (S2IKDZ-133),SKULLCANDY
NEST.PURE.WATER.24PC,NESTLE
KJ RIEDLING,KENDALLJACKSON
PB PRTN PLS PB CH,KIND
METHOD APC LAVENDR,METHOD
EXTRA PLUP OJ NFC,SIMPLY_JUICE
MULTI-SURF WIPE,PLEDGE
HEFTY TRASH LINER,HEFTY
S SOYMILK ALM VNAL,SILK
HOT COCOA MIX - IRISH CREME & CHOCOLATE,NESTLE
BTYC CRMY BTH POT,GENERAL_MILLS
KIKKO OYSTER SAUCE 12.6OZ,KIKKOMAN
RIGHT GUARD BW YTR,RIGHT_GUARD
BORDEN SWS AMEERICAN,BORDEN
PEET'S COFFEE FRENCH ROAST WHOLE BEANS FRESH ROASTED COFFEE,RETAILER_HANNAFORD
NUT TREK MIX WSABI ALMONDS P,AMPORT_FOODS
PEPPERIDGE,PEPPERIDGE_FARM
P.F. DELI FLATS 100% WHEA,PLU_MEAT
SWT CPK ENCH SCE,KRAFT
DRIS RASPBRY 1.67,DRISCOLLS
L'OREAL PARIS STUDIO SECRETS PROFESSIONAL COLOR CORRECTING ANTI-,LOREAL
NBC NBTR PAT,KRAFT
PLAYSKOOL WOODBOARD PUZZLE ASS,HASBRO
GP-BAILEY'S GIFT,BAILEYS
BN STAGE 2.5,BEECHNUT
MH COLLARDS,MARK_HILL_COSMETICS
KRFT DELUX YEL,KRAFT
FRESH PRODUCE GRAP,PLU_FRUIT
REDDI-WHIP FAT F,REDDIWIP
PACIFIC NAT CKN,PLU_MEAT
CASBRY HOT DOG CHILI,WOLF_BRAND
HONEY BOY SALMON PINK,NATURE_VALLEY
O NACHO LUNCHABLE,OSCAR_MAYER
LOF DELI SHAVED HA MVP,LAND_OFROST
FRZ RCK CRAB CLOS,PLU_MEAT
PEDIGREE L CHMP-BE,PEDIGREE
BTRMILK BRC,SMART_ONES
TG EXTRA SIDEW,SCOTT
EXHL BLUE IRIS SHE,SNUGGLE
BUSH BEST CNTRY BN MVP,BUSHS_BEST
BUMLE BE TUNA SALAD ORI,BUMBLE_BEE
FBRZ RF DRF,FEBREZE
FRED MEYER HONEY NUT TOASTED OATS 12.25OZ,GENERAL_MILLS
AVEENO FUELPERKS,AVEENO
CLEARASIL,CLEARASIL
NABC CHEESE NIPS,KRAFT
H& S WOLD SPCE 2IN1 14.2,SINFUL_COLORS
"PEPPERONCINI, MILD , 25.5 OZ (PACK OF 6 )",MARKET_PANTRY
SYO CHCICKEN BROTH,SWANSON
MANDARINS HALO 3 LB,PLU_FRUIT
NABISCO OREO DBL CHOC SANDW,KRAFT
GRT LNGTHS DISP,HERSHEYS
GLOW BLOOM,JERGENS
REDBULL20,RED_BULL
VAN HOLTEN HEARTY DILL SI,PLU_MEAT
4 .89 1.62 OZ MCC BURRITO,MCCORMICK
ME ONE PIECE,PLU_MEAT
LIBBYS Y/C PEACHES,LIBBYS
LD HIONEY BUNS,LITTLE_DEBBIE
KELLOGG TOASTER PASTRIES,KELLOGGS
OM JUNCH TRKY/CHEDD/SKTLS,OSCAR_MAYER
HERRS CSC DCHIPS,HERRS
UP & UP™ SOAK PROOF FOAM,NICE_N_EASY
HM 2/CARD BOW SOLIDS,HALLMARK
HARD SALAME,BOARS_HEAD
SUN 188FLOZ 125 LO TROPIC,SUAVITEL
CHILDRENS-BD-DESPICABLE ME 2,HERBAL_ESSENCES
KR LT MIRACLE WHIP 3,KRAFT
RITZ GARLIC BUTTERAC,KRAFT
IGA HOMOG MLILK GAL,PLU_DAIRY
SWT BUTTER FE,FRESH_EXPRESS
DM GLD&WHT CORN,DEL_MONTE
NAB WH RC E THN ORI MVP,KRAFT
REYNODLS FOIL,REYNOLDS
CHCB CHMP JM STRAW,CHOBANI
$ CLR SCALP HR THERP,CLEAR_SCALP_N_HAIR_THERAPY
TRIDENT V/P ORIGINLPC,TRIDENT
DRCL MNI CLR CHRGR,SALLY_HANSEN
6P DEPOSIT,PEPSI
COKE ST 2 LT,COCACOLA
BARS JMBO FRANS,BARS
OR PDPUP BWL KTL K,ORVILLE_REDENBACHERS
GUERRERO FOUR TO,CLASSICO
WT ORG ROMA TOMATOES +,PLU_GRAPE_TOMATOES_VEGETABLE
BUTTERBALL TURK MFG CPN,BUTTERBALL
SR MNOT JCK JLPNO,DORITOS
BST CH WHITE BREAD,BEST_CHOICE
BEAR ANKED FRUI,BEAR_NAKED
KOYO LMNGRS RMN,PLU_MEAT
KLLG FRST RSPBRY V - YOU SAVED 0.50,KELLOGGS
CANTALOUPE LARGE EA,PLU_FRUIT
BC FUNDAMIDDLES,GENERAL_MILLS
SCOTT MOIST REFILL,SCOTT
KEL BAISIN,KELLOGGS
SCOTT 6PK. TOWELS,SCOTT
GUACRMDLE HOMESTYLE,KELLOGGS
REDDY ICE LB BAG,REDDY_ICE
1 FIJI NAT ARTSN 1LTR,FIJI
ADVIL 20CT T,ADVIL
AVOCADO HASS MX,PLU_VEGETABLE
IBC FLAK BISCUITS,PILLSBURY
CABBAGE,PLU_VEGETABLE
MIO ST MATERMELON,MIO
PKG SHREDDED MOZZARELL ALITE,KRAFT
PWADE MTN BRY BLAST 32Z,POWERADE
MAYBL FIT ME BZ 300,MAYBELLINE
1 PF MILANO MELT CHO 5.7Z,PEPPERIDGE_FARM
ALMOND JOY OCS POUCH,HERSHEYS
ICE BREAKER ARCLIC 40CT,ICE_BREAKERS
MOTTS TOTS JUCIE,MOTTS
PLR TRT RAINBW SHR,PURINA
GERBER SW POT C,GERBER
UB RDY RCE PILAF,UNCLE_BENS
FBRZ AEFFTS MDWRN 9.7Z,FEBREZE
NIVEA LIP BTR VAN 59Z,NIVEA
THE SILVER LINE YELLOW & ZUCCHINI SQUASH BLEND,PLU_VEGETABLE
CARD THANKS EXPRESS,HALLMARK
CATS PRO,PURINA
LD MINI DONUTS GLAZED,LITTLE_DEBBIE
1 AVEENO ITCH CREAM,AVEENO
"ADVIL ALLRG CR 10CT - SALE 1/4.99, REG 1/7.99, DISCOUNT 3.00-",ADVIL
HIR DRK CH BRWNIE,GHIRARDELLI
"REVLON MAKEUP, CREME, SAND BEIGE 200 0.8 FL OZ (23.7 ML)",REVLON
BL DIA ALMONDS,BLUE_DIAMOND
M DEW CODE R,MOUNTAIN_DEW
FRENCH FRIES POTATOES,OREIDA
LANCE NEKOT COOKIE 14 OZ,LANCE
FRITOS CHIL 1.74,FRITOLAY
SPRKL PPRWL PRNT 8 PK,SPARKLE
REACH KIDS PHTNES FERB TB,REACH
RAGU SPAG SCE PLN PC,RAGU
THE FIRST YEARS SURE COMFORT NEWBORN-TO-TODDLER TUB,LEGO
SUN D FLORIDA,NEWSPAPER
GOR ON TENDERS,PLU_MEAT
SPIN PIE CRUST 2 CT,RETAILER_HANNAFORD
KA CHRY SINGLES,KOOLAID
SUP RIC CHSH,GOYA
PUREX 2X ORIG FRES,PUREX
SB CRM CHS BRCK,KRAFT
PROPEL GRP 6,PROPEL
CLR MN CR ADZM,CLEAR_SCALP_N_HAIR_THERAPY
GARDEN VEGGLE CHIP,STACYS
"BRUNSWICK: IN OLIVE OIL SARDINES, 3.75 OZ",GOYA
MUFFIN PASTRY COMBO,PLU_BAKERY
EDWARD'S PIE,EDWARDS
FEBREEZE CAR V,FEBREZE
WHISK LICKIN,WHISKAS
SNGL BR 10 BLUE MOON SEASONAL,BLUE_MOON
EB CHDDR CRKRSES.3Z,EARTH_BALANCE
CLSCO FAM FAV,CLASSICO
JAYS RIDGES OP/PIT BBQ POTATO,JAYS_SNACKS
RDCD MRNTD CHKN 3,PLU_MEAT
BST CH WHT VINEGAR,BEST_CHOICE
CUBE ICE,ICE_BREAKERS
PBX MUENSTER/SCLD,PLU_MEAT
MARS SNICKER F/ SZ,SNICKERS
MAYFLD MOSSETRA,MAYFIELD
BARTER CORDON BLEU,GRAND_MARNIER
RCARD NABISCO MINI,KRAFT
PEPPERS RED 25LB,PLU_VEGETABLE
CHIP & WIP TRAY,KRAFT
DISNEYS CARS FRUITIPC,HOT_WHEELS
PROG LGHT,PROGRESSO
PURE ICE REGULAR ENAMEL +PURIC NLP OCAGN REG LIQ GB,PURE_ICE
RA CAT LITTER 10 LB,PURINA
COLG ITL ADV CNPST 4.0 Z,COLGATE
SENOR PINO'S GREEN CHILE - 56 OZ. TUB,PLU_VEGETABLE
HV RANCH ORIG-SQ,HIDDEN_VALLEY
BREEN ONIONS.5.5OZ/,PLU_VEGETABLE
DME NE VENILLA YGR,YOPLAIT
F'REAL VAN SHAKE,FREAL_FOODS
TRKY OWN RST 16Z OSC,OSCAR_MAYER
RFG 3 COLOR PEPPERS,PLU_VEGETABLE
DL COMP PUMP FR7.5,DIAL
KITCHEN FIXIN CROUTON CHEESE,PLU_MEAT
L'DEB COSMIC BROWN,LITTLE_DEBBIE
SALT CRCKR,KRAFT
DRIED GLITTER STAR,WET_N_WILD
GDY DOME BARRETT,GOODY
WET ONES ANTI-BACT,WET_ONES
F & E I LOVE CA SVGN,HALLMARK
REPACK GRN CABBAGE,PLU_VEGETABLE
DATMEAL CREME PI,LITTLE_DEBBIE
WNDC FLAT PK WIP,3M
ANGEL SOFT,ANGEL_SOFT
CHOBANI RASPB NON FAT GREEK,CHOBANI
LL MUSIC STEREO CUBES OV,PLU_MEAT
DEG EXTREM BLAST TWPC,DEGREE
RAYOVAC VB2D-B 2D RUBBER FLASHLIGHT,RAYOVAC
BUD LT 24 PACK,BUDWEISER
BANQ.CHICKEN BISCUIT,BANQUET
MEOW NEW CAT FOOD,MEOW_MIX
NAT OWN BUTTER BEREA,NATURES_OWN
SHOT-B TABLETS MULTIVITAMIN SUPPLEMENT WITH BETA,SPRING_VALLEY
HM MULTIGRAIN PANC,GENERAL_MILLS
ZVR FRUCTIS COND,GARNIER
RICE -A-RONI CK&BRO,RICEARONI
PALL MALL REDUC,PALL_MALL
O ORGNC EGGS LG REGPRICE 1.99,PLU_FRUIT
RIGHT FUARD TDS GR,RIGHT_GUARD
HFTY TK BG,HEFTY
UTZ WAFFLE PRETZEL,UTZ
LAYS FRNCH O,LAYS
EYE STUDIO COLOR TATTOO - PAINTED PURPLE,E_L_F
DAWN ULT LIQ OLAY P OZ,DAWN
FWAY ASPARAGUS,PLU_VEGETABLE
AMAZON.COM - LARGE THREE DRAWER CART BLACK,SMART_ONES
YOP LT STRAW/ORG 6 OZ,YOPLAIT
